group,group_active,proj,proj_active,proj_topics,group_topics
ultimate-media,True,Aerial Light-Field Display,True,,"#civic media,#storytelling,#data,#networks,#interfaces,#communications,#networks,#consumer electronics,#holography,#agriculture,#communications,#networks,#communications,#social media,#human-computer interaction,#cognition,#sensors"
ultimate-media,True,Live Objects,True,#agriculture,"#civic media,#storytelling,#data,#networks,#interfaces,#communications,#networks,#consumer electronics,#holography,#agriculture,#communications,#networks,#communications,#social media,#human-computer interaction,#cognition,#sensors"
city-science,True,Persuasive Electric Vehicle (PEV),True,"#civic technology,#energy,#environment,#kids,#transportation,#urban planning","#robotics,#design,#computer vision,#human-computer interaction,#architecture,#artificial intelligence,#augmented reality,#bioengineering,#civic technology,#construction,#cryptocurrency,#data,#developing countries,#energy,#environment,#extended intelligence,#hacking,#human-machine interaction,#kids,#learning,#manufacturing,#open source,#politics,#real estate,#transportation,#urban planning,#sensors,#interfaces,#machine learning,#behavioral science,#computer science,#makers,#mapping,#data visualization,#alumni,#engineering,#internet of things,#startup,#design,#computer vision,#human-computer interaction,#artificial intelligence,#civic technology,#cryptocurrency"
city-science,True,TerMITes,True,,"#robotics,#design,#computer vision,#human-computer interaction,#architecture,#artificial intelligence,#augmented reality,#bioengineering,#civic technology,#construction,#cryptocurrency,#data,#developing countries,#energy,#environment,#extended intelligence,#hacking,#human-machine interaction,#kids,#learning,#manufacturing,#open source,#politics,#real estate,#transportation,#urban planning,#sensors,#interfaces,#machine learning,#behavioral science,#computer science,#makers,#mapping,#data visualization,#alumni,#engineering,#internet of things,#startup,#design,#computer vision,#human-computer interaction,#artificial intelligence,#civic technology,#cryptocurrency"
ultimate-media,True,Consumer Holo-Video,True,,"#civic media,#storytelling,#data,#networks,#interfaces,#communications,#networks,#consumer electronics,#holography,#agriculture,#communications,#networks,#communications,#social media,#human-computer interaction,#cognition,#sensors"
ultimate-media,True,Guided-Wave Light Modulator for Holographic Video,True,,"#civic media,#storytelling,#data,#networks,#interfaces,#communications,#networks,#consumer electronics,#holography,#agriculture,#communications,#networks,#communications,#social media,#human-computer interaction,#cognition,#sensors"
city-science,True,Human-Machine Cooperation (HMC) for Lightweight Autonomous Robots,True,"#civic technology,#energy,#environment","#robotics,#design,#computer vision,#human-computer interaction,#architecture,#artificial intelligence,#augmented reality,#bioengineering,#civic technology,#construction,#cryptocurrency,#data,#developing countries,#energy,#environment,#extended intelligence,#hacking,#human-machine interaction,#kids,#learning,#manufacturing,#open source,#politics,#real estate,#transportation,#urban planning,#sensors,#interfaces,#machine learning,#behavioral science,#computer science,#makers,#mapping,#data visualization,#alumni,#engineering,#internet of things,#startup,#design,#computer vision,#human-computer interaction,#artificial intelligence,#civic technology,#cryptocurrency"
city-science,True,Last Mile Logistics,True,"#computer vision,#architecture,#augmented reality,#data,#gaming,#human-machine interaction,#open source,#systems,#interfaces,#mapping","#robotics,#design,#computer vision,#human-computer interaction,#architecture,#artificial intelligence,#augmented reality,#bioengineering,#civic technology,#construction,#cryptocurrency,#data,#developing countries,#energy,#environment,#extended intelligence,#hacking,#human-machine interaction,#kids,#learning,#manufacturing,#open source,#politics,#real estate,#transportation,#urban planning,#sensors,#interfaces,#machine learning,#behavioral science,#computer science,#makers,#mapping,#data visualization,#alumni,#engineering,#internet of things,#startup,#design,#computer vision,#human-computer interaction,#artificial intelligence,#civic technology,#cryptocurrency"
responsive-environments,True,I want to become a cephalopod,True,,"#robotics,#design,#human-computer interaction,#architecture,#art,#artificial intelligence,#bioengineering,#cognition,#communications,#consumer electronics,#cryptocurrency,#data,#ecology,#economy,#environment,#fashion,#health,#human-machine interaction,#learning,#music,#networks,#perception,#politics,#storytelling,#wearable computing,#sensors,#interfaces,#3d printing ,#social science,#machine learning,#social robotics,#nonverbal behavior,#blockchain,#computer science,#mapping,#space,#electrical engineering,#engineering,#wellbeing,#physiology,#architecture,#health,#wearable computing,#design,#fashion,#music,#networks,#sensors,#environment,#sensors,#data,#music,#networks,#fashion,#wearable computing,#environment,#sensors,#sensors,#design,#entertainment,#energy,#human-machine interaction,#sensors,#fashion,#wearable computing,#art,#learning,#storytelling,#architecture,#cognition,#environment"
responsive-environments,True,¡Onwards+Under!,True,,"#robotics,#design,#human-computer interaction,#architecture,#art,#artificial intelligence,#bioengineering,#cognition,#communications,#consumer electronics,#cryptocurrency,#data,#ecology,#economy,#environment,#fashion,#health,#human-machine interaction,#learning,#music,#networks,#perception,#politics,#storytelling,#wearable computing,#sensors,#interfaces,#3d printing ,#social science,#machine learning,#social robotics,#nonverbal behavior,#blockchain,#computer science,#mapping,#space,#electrical engineering,#engineering,#wellbeing,#physiology,#architecture,#health,#wearable computing,#design,#fashion,#music,#networks,#sensors,#environment,#sensors,#data,#music,#networks,#fashion,#wearable computing,#environment,#sensors,#sensors,#design,#entertainment,#energy,#human-machine interaction,#sensors,#fashion,#wearable computing,#art,#learning,#storytelling,#architecture,#cognition,#environment"
responsive-environments,True,YOUR URGE TO BREATHE IS A LIE,True,,"#robotics,#design,#human-computer interaction,#architecture,#art,#artificial intelligence,#bioengineering,#cognition,#communications,#consumer electronics,#cryptocurrency,#data,#ecology,#economy,#environment,#fashion,#health,#human-machine interaction,#learning,#music,#networks,#perception,#politics,#storytelling,#wearable computing,#sensors,#interfaces,#3d printing ,#social science,#machine learning,#social robotics,#nonverbal behavior,#blockchain,#computer science,#mapping,#space,#electrical engineering,#engineering,#wellbeing,#physiology,#architecture,#health,#wearable computing,#design,#fashion,#music,#networks,#sensors,#environment,#sensors,#data,#music,#networks,#fashion,#wearable computing,#environment,#sensors,#sensors,#design,#entertainment,#energy,#human-machine interaction,#sensors,#fashion,#wearable computing,#art,#learning,#storytelling,#architecture,#cognition,#environment"
responsive-environments,True,Haptic Footprint,True,"#augmented reality,#perception,#data visualization","#robotics,#design,#human-computer interaction,#architecture,#art,#artificial intelligence,#bioengineering,#cognition,#communications,#consumer electronics,#cryptocurrency,#data,#ecology,#economy,#environment,#fashion,#health,#human-machine interaction,#learning,#music,#networks,#perception,#politics,#storytelling,#wearable computing,#sensors,#interfaces,#3d printing ,#social science,#machine learning,#social robotics,#nonverbal behavior,#blockchain,#computer science,#mapping,#space,#electrical engineering,#engineering,#wellbeing,#physiology,#architecture,#health,#wearable computing,#design,#fashion,#music,#networks,#sensors,#environment,#sensors,#data,#music,#networks,#fashion,#wearable computing,#environment,#sensors,#sensors,#design,#entertainment,#energy,#human-machine interaction,#sensors,#fashion,#wearable computing,#art,#learning,#storytelling,#architecture,#cognition,#environment"
responsive-environments,True,Cognitive Audio,True,"#augmented reality,#cognition","#robotics,#design,#human-computer interaction,#architecture,#art,#artificial intelligence,#bioengineering,#cognition,#communications,#consumer electronics,#cryptocurrency,#data,#ecology,#economy,#environment,#fashion,#health,#human-machine interaction,#learning,#music,#networks,#perception,#politics,#storytelling,#wearable computing,#sensors,#interfaces,#3d printing ,#social science,#machine learning,#social robotics,#nonverbal behavior,#blockchain,#computer science,#mapping,#space,#electrical engineering,#engineering,#wellbeing,#physiology,#architecture,#health,#wearable computing,#design,#fashion,#music,#networks,#sensors,#environment,#sensors,#data,#music,#networks,#fashion,#wearable computing,#environment,#sensors,#sensors,#design,#entertainment,#energy,#human-machine interaction,#sensors,#fashion,#wearable computing,#art,#learning,#storytelling,#architecture,#cognition,#environment"
responsive-environments,True,Rovables,True,"#robotics,#wearable computing,#sensors,#interfaces","#robotics,#design,#human-computer interaction,#architecture,#art,#artificial intelligence,#bioengineering,#cognition,#communications,#consumer electronics,#cryptocurrency,#data,#ecology,#economy,#environment,#fashion,#health,#human-machine interaction,#learning,#music,#networks,#perception,#politics,#storytelling,#wearable computing,#sensors,#interfaces,#3d printing ,#social science,#machine learning,#social robotics,#nonverbal behavior,#blockchain,#computer science,#mapping,#space,#electrical engineering,#engineering,#wellbeing,#physiology,#architecture,#health,#wearable computing,#design,#fashion,#music,#networks,#sensors,#environment,#sensors,#data,#music,#networks,#fashion,#wearable computing,#environment,#sensors,#sensors,#design,#entertainment,#energy,#human-machine interaction,#sensors,#fashion,#wearable computing,#art,#learning,#storytelling,#architecture,#cognition,#environment"
responsive-environments,True,FabricKeyboard,True,"#design,#fashion,#music,#sensors,#interfaces","#robotics,#design,#human-computer interaction,#architecture,#art,#artificial intelligence,#bioengineering,#cognition,#communications,#consumer electronics,#cryptocurrency,#data,#ecology,#economy,#environment,#fashion,#health,#human-machine interaction,#learning,#music,#networks,#perception,#politics,#storytelling,#wearable computing,#sensors,#interfaces,#3d printing ,#social science,#machine learning,#social robotics,#nonverbal behavior,#blockchain,#computer science,#mapping,#space,#electrical engineering,#engineering,#wellbeing,#physiology,#architecture,#health,#wearable computing,#design,#fashion,#music,#networks,#sensors,#environment,#sensors,#data,#music,#networks,#fashion,#wearable computing,#environment,#sensors,#sensors,#design,#entertainment,#energy,#human-machine interaction,#sensors,#fashion,#wearable computing,#art,#learning,#storytelling,#architecture,#cognition,#environment"
