Read Out Loud,Juliana Nazare,Research Scientist
KickSoul: A Wearable System for Foot Interactions with Digital Devices,Pattie Maes,Professor of Media Technology
BubbleSynth: Soap to Sound,Daniel Novy,Research Assistant
SYNTHBacteria,Daniel Novy,Research Assistant
KickSoul: A Wearable System for Foot Interactions with Digital Devices,Joseph A. Paradiso,Professor of Media Technology
KickSoul: A Wearable System for Foot Interactions with Digital Devices,Chang Long Zhu Jin,Professor of Media Technology
Pollock Patterns,Daniel Novy,Research Assistant
ReachBand: An RFID Wristband,Pattie Maes,Professor of Media Technology
ReachBand: An RFID Wristband,Sajid Sadi,Professor of Media Technology
Seeing Through Walls,Fadel Adib,Assistant Professor of Media Arts and Sciences
Health Sensing using Wireless Signals,Fadel Adib,Assistant Professor of Media Arts and Sciences
CityCar,Kent Larson,Principal Research Scientist
CityCar,Ryan C. C. Chin,Principal Research Scientist
JaJan!: Remote Language Learning in Shared Virtual Space,Pattie Maes,Professor of Media Technology
JaJan!: Remote Language Learning in Shared Virtual Space,Kevin Wong,Professor of Media Technology
DeepPPI,Kfir Schreiber,Research Assistant
ScreenSpire,Pattie Maes,Professor of Media Technology
MARS: Manufacturing Augmented Reality System,Pattie Maes,Professor of Media Technology
ScreenSpire,Chang Long Zhu Jin,Professor of Media Technology
ScreenSpire,Tal Achituv,Professor of Media Technology
MARS: Manufacturing Augmented Reality System,Natan Linder,Professor of Media Technology
MARS: Manufacturing Augmented Reality System,Rony Kubat,Professor of Media Technology
MARS: Manufacturing Augmented Reality System,Niaja Farve,Professor of Media Technology
LuminAR,Pattie Maes,Professor of Media Technology
LuminAR,Natan Linder,Professor of Media Technology
LuminAR,Rony Kubat,Professor of Media Technology
Intentional Inference of Emotions,Cynthia Breazeal,Associate Professor of Media Arts and Sciences
Intentional Inference of Emotions,Jin Joo Lee,Associate Professor of Media Arts and Sciences
TrackMarks: Semi-Automatic Video Annotation,Deb Roy,Associate Professor of Media Arts and Sciences
TrackMarks: Semi-Automatic Video Annotation,Philip DeCamp,Associate Professor of Media Arts and Sciences
TouchCounters: Interactive Electronic Labels,Hiroshi Ishii,Jerome B. Wiesner Professor of Media Arts and Sciences
Tribble: The Robotic Interactive Ball-Based Living Entity,Joseph A. Paradiso,Alexander W Dreyfoos (1954) Professor
Typecasting,Judith S. Donath,Research Scientist
Trisk: A Conversational Robot,Deb Roy,Associate Professor of Media Arts and Sciences
Trisk: A Conversational Robot,Soroush Vosoughi,Associate Professor of Media Arts and Sciences
Trisk: A Conversational Robot,Kleovoulos (Leo) Tsourides,Associate Professor of Media Arts and Sciences
Tributary,Rosalind W. Picard,Professor of Media Arts and Sciences
Tributary,Yadid Ayzenberg,Professor of Media Arts and Sciences
Ultra-Low Power Send/Receive Optical RFID Tag,Joseph A. Paradiso,Alexander W Dreyfoos (1954) Professor
Tricorder Net: Mobile Browsing of Ubiquitous Sensor Network Information,Joseph A. Paradiso,Alexander W Dreyfoos (1954) Professor
Ubiquitous Sensor Networks and Virtual Worlds,Joseph A. Paradiso,Alexander W Dreyfoos (1954) Professor
Reality Editor: Programming Smarter Objects,Pattie Maes,Professor of Media Technology
Recurrent Neural Network in Context-Free Next-Location Prediction,Alex 'Sandy' Pentland,Professor of Media Arts and Sciences
Reality Editor: Programming Smarter Objects,James Hobin,Professor of Media Technology
Reality Editor: Programming Smarter Objects,Valentin Heun,Professor of Media Technology
Recurrent Neural Network in Context-Free Next-Location Prediction,Yan Leng,Professor of Media Arts and Sciences
Recognizing Affect in Speech,Rosalind W. Picard,Professor of Media Arts and Sciences
Reflective Practice Documentation,Walter Bender,Senior Research Scientist
GlassProv Improv Comedy System,Pattie Maes,Professor of Media Technology
GlassProv Improv Comedy System,Scott W. Greenwald,Professor of Media Technology
Responsive Science,Avery Normandin,Research Assistant
Cities Network,Kent Larson,Principal Research Scientist
Responsive Science,Devora Najjar,Research Assistant
Reflex Electrical Discharge Machining,Neil A. Gershenfeld,"Director, Center for Bits and Atoms"
Reflex Electrical Discharge Machining,Neri Oxman,"Director, Center for Bits and Atoms"
RFly: Drones that find missing objects using battery-free RFIDs,Fadel Adib,Assistant Professor of Media Arts and Sciences
"Printflatables: Printing Human-scale, Functional and Dynamic Inflatable Objects",Udayan Umapathi,Research Assistant
design(human)design,Philippa Mothersill,Research Assistant
RFly: Drones that find missing objects using battery-free RFIDs,Yunfei Ma,Assistant Professor of Media Arts and Sciences
RFly: Drones that find missing objects using battery-free RFIDs,Nicholas Selby,Assistant Professor of Media Arts and Sciences
"Printflatables: Printing Human-scale, Functional and Dynamic Inflatable Objects",Harpreet Sareen,Research Assistant
"Printflatables: Printing Human-scale, Functional and Dynamic Inflatable Objects",Jifei Ou,Research Assistant
"Printflatables: Printing Human-scale, Functional and Dynamic Inflatable Objects",Yasuaki Kakehi,Research Assistant
"Printflatables: Printing Human-scale, Functional and Dynamic Inflatable Objects",Pattie Maes,Research Assistant
"Printflatables: Printing Human-scale, Functional and Dynamic Inflatable Objects",Hiroshi Ishii,Research Assistant
Representing Affordances of Objects Through Active Touch,Deb Roy,Associate Professor of Media Arts and Sciences
Sin Sceal Eile (That's Another Story),Glorianna Davenport,Visiting Scientist
Remot-IO: A System for Reaching into the Environment of a Remote Collaborator,Pattie Maes,Professor of Media Technology
Remot-IO: A System for Reaching into the Environment of a Remote Collaborator,Judith Amores Fernandez,Professor of Media Technology
StoryScape,Rosalind W. Picard,Professor of Media Arts and Sciences
Automated Tongue Analysis,Javier Hernandez,Research Scientist
StoryScape,Micah Eckhardt,Professor of Media Arts and Sciences
StoryScape,Craig Ferguson,Professor of Media Arts and Sciences
Automated Tongue Analysis,Craig Ferguson,Research Scientist
Automated Tongue Analysis,Akane Sano,Research Scientist
Automated Tongue Analysis,Weixuan 'Vincent' Chen,Research Scientist
Automated Tongue Analysis,Rosalind W. Picard,Research Scientist
Predicting Bonding in Conversations,Natasha Jaques,Research Assistant
Predicting Bonding in Conversations,Rosalind W. Picard,Research Assistant
1:1 Laptops: Learning with the Hundred-Dollar Laptop,Michail Bletsas,Director of Computing
1:1 Laptops: Learning with the Hundred-Dollar Laptop,David P. Cavallo,Director of Computing
1:1 Laptops: Learning with the Hundred-Dollar Laptop,Claudia Urrea,Director of Computing
1:1 Laptops: Learning with the Hundred-Dollar Laptop,Seymour A. Papert,Director of Computing
FabricKeyboard,Joseph A. Paradiso,Alexander W Dreyfoos (1954) Professor
FabricKeyboard,Irmandy Wicaksono,Alexander W Dreyfoos (1954) Professor
Valinor: Mathematical Models to Understand and Predict Self-Harm,Rosalind W. Picard,Professor of Media Arts and Sciences
Valinor: Mathematical Models to Understand and Predict Self-Harm,Karthik Dinakar,Professor of Media Arts and Sciences
CityScope PlayGround: MIT East Campus,Kent Larson,Principal Research Scientist
CityScope PlayGround: MIT East Campus,Ariel Noyman,Principal Research Scientist
CityScope PlayGround: MIT East Campus,J. Ira Winder,Principal Research Scientist
View Planning for Camera Networks,V. Michael Bove,Principal Research Scientist
Ultrasound Tomography,Ramesh Raskar,Associate Professor of Media Arts and Sciences
Variable Reality: Interaction with the Virtual Book,Chris Schmandt,Principal Research Scientist
Ultrasound Tomography,Micha Feigin-Almon,Associate Professor of Media Arts and Sciences
Ultrasound Tomography,Nikhil Naik,Associate Professor of Media Arts and Sciences
Unbounded High Dynamic Range Photography Using a Modulo Camera,Ramesh Raskar,Associate Professor of Media Arts and Sciences
Ventus: The Intelligent Inhaler,Michael J. Hawley,Research Scientist
CityScope Mark I: Real-Time Data Observatory,J. Ira Winder,Research Scientist
Unbounded High Dynamic Range Photography Using a Modulo Camera,Nikhil Naik,Associate Professor of Media Arts and Sciences
Unbounded High Dynamic Range Photography Using a Modulo Camera,Boxin Shi,Associate Professor of Media Arts and Sciences
Unbounded High Dynamic Range Photography Using a Modulo Camera,Hang Zhao,Associate Professor of Media Arts and Sciences
CityScope Mark I: Real-Time Data Observatory,Mohammad Hadhrawi,Research Scientist
CityScope Mark I: Real-Time Data Observatory,Carson Smuts,Research Scientist
CityScope Mark I: Real-Time Data Observatory,Kent Larson,Research Scientist
Using Common-Sense Reasoning to Improve Voice Recognition,Henry A. Lieberman,Visiting Scientist
Vision-Based Interfaces for Mobile Devices,V. Michael Bove,Principal Research Scientist
Human-Robot Trust,Cynthia Breazeal,Associate Professor of Media Arts and Sciences
Human-Robot Trust,Jin Joo Lee,Associate Professor of Media Arts and Sciences
VisiPhone,Judith S. Donath,Research Scientist
Rewritable Substrates for Printing and Large-Scale Reflective Displays,Joseph M. Jacobson,Associate Professor of Media Arts and Sciences
Reputation Mechanisms,Pattie Maes,Professor of Media Technology
Responsive Tagging Based on Optically Triggered Microprocessor Wakeup,Joseph A. Paradiso,Alexander W Dreyfoos (1954) Professor
Robocrop,Michael J. Hawley,Research Scientist
Student Legal Services for Innovation,Ethan Zuckerman,Associate Professor of the Practice in Media Arts and Sciences
Student Legal Services for Innovation,J Nathan Matias,Associate Professor of the Practice in Media Arts and Sciences
Roboverse: Physical Artificial Intelligence Simulation,Joseph A. Paradiso,Alexander W Dreyfoos (1954) Professor
Scalable and Versatile Surface for Ubiquitous Sensing,Joseph A. Paradiso,Alexander W Dreyfoos (1954) Professor
Robotic F.A.C.E.: Facial Alerting in a Communication Environment,Chris Schmandt,Principal Research Scientist
Roboverse: Physical Artificial Intelligence Simulation,Marvin L. Minsky,Alexander W Dreyfoos (1954) Professor
Scratch Community Blocks,Mitchel Resnick,LEGO Papert Professor of Learning Research
Scalable and Versatile Surface for Ubiquitous Sensing,Nan-wei Gong,Alexander W Dreyfoos (1954) Professor
Robotic F.A.C.E.: Facial Alerting in a Communication Environment,Stefan Johannes Walter Marti,Principal Research Scientist
Scent Reminder,Michael J. Hawley,Research Scientist
Scratch Community Blocks,Andrew Sliwinski,LEGO Papert Professor of Learning Research
Scratch Community Blocks,Natalie Rusk,LEGO Papert Professor of Learning Research
Scratch Community Blocks,Sayamindu Dasgupta,LEGO Papert Professor of Learning Research
Robotic Art Studio,Mitchel Resnick,LEGO Papert Professor of Learning Research
Sublimate,Hiroshi Ishii,Jerome B. Wiesner Professor of Media Arts and Sciences
Sublimate,Alex Olwal,Jerome B. Wiesner Professor of Media Arts and Sciences
Sublimate,Daniel Leithinger,Jerome B. Wiesner Professor of Media Arts and Sciences
Robotic Textiles,Cynthia Breazeal,Associate Professor of Media Arts and Sciences
Superconductive Powder Purification Device,Neri Oxman,Associate Professor of Media Arts and Sciences
The Glass Infrastructure (GI),Michail Bletsas,Director of Computing
The Glass Infrastructure (GI),Andrew Lippman,Director of Computing
The Glass Infrastructure (GI),Henry Holtzman,Director of Computing
The Glass Infrastructure (GI),Catherine Havasi,Director of Computing
The Glass Infrastructure (GI),Jon Ferguson,Director of Computing
Study of Child Language Acquisition in the Human Speechome Project ,Deb Roy,Associate Professor of Media Arts and Sciences
The Glass Infrastructure (GI),Polychronis Ypodimatopoulos,Director of Computing
The Glass Infrastructure (GI),Richard D. Borovoy,Director of Computing
Human-Machine Cooperation,Iyad Rahwan,Associate Professor of Media Arts and Sciences
Study of Child Language Acquisition in the Human Speechome Project ,Soroush Vosoughi,Associate Professor of Media Arts and Sciences
Electrocardiogram collection in noisy ambulatory environments with Android smartphone devices,Daniel Lopez Martinez,Research Assistant
Global Cooperation,Iyad Rahwan,Associate Professor of Media Arts and Sciences
Creative Learning in Brazil / Aprendizagem Criativa no Brasil,Katherine McConachie,Learning Initiative Manager
Global Cooperation,Morgan Ryan Frank,Associate Professor of Media Arts and Sciences
Global Cooperation,Nick Obradovich,Associate Professor of Media Arts and Sciences
Global Cooperation,Lijun Sun,Associate Professor of Media Arts and Sciences
Creative Learning in Brazil / Aprendizagem Criativa no Brasil,Leo Burd,Learning Initiative Manager
Creative Learning in Brazil / Aprendizagem Criativa no Brasil,Mitchel Resnick,Learning Initiative Manager
Data Culture Project,Rahul Bhargava,Research Scientist
Desafio Aprendizagem Criativa Brasil 2017,Leo Burd,Project Director
Honest Crowds,Iyad Rahwan,Associate Professor of Media Arts and Sciences
Desafio Aprendizagem Criativa Brasil 2017,Mitchel Resnick,Project Director
Honest Crowds,Lijun Sun,Associate Professor of Media Arts and Sciences
Honest Crowds,Morgan Ryan Frank,Associate Professor of Media Arts and Sciences
Honest Crowds,Lorenzo Coviello,Associate Professor of Media Arts and Sciences
Tega: A New Social Robot Platform,Cynthia Breazeal,Associate Professor of Media Arts and Sciences
Tega: A New Social Robot Platform,Hae Won Park,Associate Professor of Media Arts and Sciences
Tega: A New Social Robot Platform,Sooyeon Jeong,Associate Professor of Media Arts and Sciences
Tega: A New Social Robot Platform,Luke Plummer,Associate Professor of Media Arts and Sciences
Tega: A New Social Robot Platform,Jin Joo Lee,Associate Professor of Media Arts and Sciences
